system:index,cloud_percentage,date_yyyymmdd,ee_image_id,hydrological_year,image_date,image_entry,mgrs_tile,product_name,product_status,product_type,spacecraft,system_index,visualization_method,ee_image_asset
62,0.214989,20160401,20160401T105022_20160401T105759_T30SXF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SXF,30SXF,NDDI_20160401_20160401T105022_20160401T105759_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20160401T105022_20160401T105759_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SXF
63,0.214989,20160401,20160401T105022_20160401T105759_T30SXF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SXF,30SXF,RF_Risk_Map_20160401_20160401T105022_20160401T105759_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160401T105022_20160401T105759_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SXF
64,2.451448,20160401,20160401T105022_20160401T105759_T30SWF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SWF,30SWF,NDVI_20160401_20160401T105022_20160401T105759_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20160401T105022_20160401T105759_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SWF
65,2.451448,20160401,20160401T105022_20160401T105759_T30SWF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SWF,30SWF,NDWI_20160401_20160401T105022_20160401T105759_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20160401T105022_20160401T105759_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SWF
66,2.451448,20160401,20160401T105022_20160401T105759_T30SWF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SWF,30SWF,NDDI_20160401_20160401T105022_20160401T105759_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20160401T105022_20160401T105759_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SWF
67,2.451448,20160401,20160401T105022_20160401T105759_T30SWF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SWF,30SWF,RF_Risk_Map_20160401_20160401T105022_20160401T105759_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160401T105022_20160401T105759_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SWF
68,0.002031,20160411,20160411T105022_20160411T105756_T30SXF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SXF,30SXF,NDVI_20160411_20160411T105022_20160411T105756_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20160411T105022_20160411T105756_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SXF
69,0.002031,20160411,20160411T105022_20160411T105756_T30SXF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SXF,30SXF,NDWI_20160411_20160411T105022_20160411T105756_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20160411T105022_20160411T105756_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SXF
70,0.002031,20160411,20160411T105022_20160411T105756_T30SXF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SXF,30SXF,NDDI_20160411_20160411T105022_20160411T105756_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20160411T105022_20160411T105756_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SXF
71,0.002031,20160411,20160411T105022_20160411T105756_T30SXF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SXF,30SXF,RF_Risk_Map_20160411_20160411T105022_20160411T105756_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160411T105022_20160411T105756_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SXF
72,0.555925,20160411,20160411T105022_20160411T105756_T30SWF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SWF,30SWF,NDVI_20160411_20160411T105022_20160411T105756_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20160411T105022_20160411T105756_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SWF
73,0.555925,20160411,20160411T105022_20160411T105756_T30SWF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SWF,30SWF,NDWI_20160411_20160411T105022_20160411T105756_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20160411T105022_20160411T105756_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SWF
74,0.555925,20160411,20160411T105022_20160411T105756_T30SWF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SWF,30SWF,NDDI_20160411_20160411T105022_20160411T105756_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20160411T105022_20160411T105756_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SWF
75,0.555925,20160411,20160411T105022_20160411T105756_T30SWF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SWF,30SWF,RF_Risk_Map_20160411_20160411T105022_20160411T105756_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160411T105022_20160411T105756_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SWF
76,0.186966,20160414,20160414T105652_20160414T110907_T30SWG,2015-2016,2016-04-14,2016-04-14 | 20160414T105652_20160414T110907_T30SWG,30SWG,NDVI_20160414_20160414T105652_20160414T110907_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160414T105652_20160414T110907_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160414T105652_20160414T110907_T30SWG
77,0.186966,20160414,20160414T105652_20160414T110907_T30SWG,2015-2016,2016-04-14,2016-04-14 | 20160414T105652_20160414T110907_T30SWG,30SWG,NDWI_20160414_20160414T105652_20160414T110907_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160414T105652_20160414T110907_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160414T105652_20160414T110907_T30SWG
78,0.186966,20160414,20160414T105652_20160414T110907_T30SWG,2015-2016,2016-04-14,2016-04-14 | 20160414T105652_20160414T110907_T30SWG,30SWG,NDDI_20160414_20160414T105652_20160414T110907_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160414T105652_20160414T110907_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160414T105652_20160414T110907_T30SWG
79,0.186966,20160414,20160414T105652_20160414T110907_T30SWG,2015-2016,2016-04-14,2016-04-14 | 20160414T105652_20160414T110907_T30SWG,30SWG,RF_Risk_Map_20160414_20160414T105652_20160414T110907_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160414T105652_20160414T110907_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160414T105652_20160414T110907_T30SWG
80,0.029154,20160521,20160521T105032_20160521T105553_T30SXG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXG,30SXG,NDVI_20160521_20160521T105032_20160521T105553_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160521T105032_20160521T105553_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXG
81,0.029154,20160521,20160521T105032_20160521T105553_T30SXG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXG,30SXG,NDWI_20160521_20160521T105032_20160521T105553_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160521T105032_20160521T105553_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXG
82,0.029154,20160521,20160521T105032_20160521T105553_T30SXG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXG,30SXG,NDDI_20160521_20160521T105032_20160521T105553_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160521T105032_20160521T105553_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXG
83,0.029154,20160521,20160521T105032_20160521T105553_T30SXG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXG,30SXG,RF_Risk_Map_20160521_20160521T105032_20160521T105553_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160521T105032_20160521T105553_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXG
84,0.035751,20160521,20160521T105032_20160521T105553_T30SWG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWG,30SWG,NDVI_20160521_20160521T105032_20160521T105553_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160521T105032_20160521T105553_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWG
85,0.035751,20160521,20160521T105032_20160521T105553_T30SWG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWG,30SWG,NDWI_20160521_20160521T105032_20160521T105553_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160521T105032_20160521T105553_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWG
86,0.035751,20160521,20160521T105032_20160521T105553_T30SWG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWG,30SWG,NDDI_20160521_20160521T105032_20160521T105553_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160521T105032_20160521T105553_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWG
87,0.035751,20160521,20160521T105032_20160521T105553_T30SWG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWG,30SWG,RF_Risk_Map_20160521_20160521T105032_20160521T105553_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160521T105032_20160521T105553_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWG
88,0.001712,20160521,20160521T105032_20160521T105553_T30SXF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXF,30SXF,NDVI_20160521_20160521T105032_20160521T105553_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20160521T105032_20160521T105553_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXF
89,0.001712,20160521,20160521T105032_20160521T105553_T30SXF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXF,30SXF,NDWI_20160521_20160521T105032_20160521T105553_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20160521T105032_20160521T105553_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXF
90,0.001712,20160521,20160521T105032_20160521T105553_T30SXF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXF,30SXF,NDDI_20160521_20160521T105032_20160521T105553_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20160521T105032_20160521T105553_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXF
91,0.001712,20160521,20160521T105032_20160521T105553_T30SXF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXF,30SXF,RF_Risk_Map_20160521_20160521T105032_20160521T105553_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160521T105032_20160521T105553_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXF
92,0.039989,20160521,20160521T105032_20160521T105553_T30SWF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWF,30SWF,NDVI_20160521_20160521T105032_20160521T105553_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20160521T105032_20160521T105553_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWF
93,0.039989,20160521,20160521T105032_20160521T105553_T30SWF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWF,30SWF,NDWI_20160521_20160521T105032_20160521T105553_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20160521T105032_20160521T105553_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWF
94,0.039989,20160521,20160521T105032_20160521T105553_T30SWF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWF,30SWF,NDDI_20160521_20160521T105032_20160521T105553_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20160521T105032_20160521T105553_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWF
95,0.039989,20160521,20160521T105032_20160521T105553_T30SWF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWF,30SWF,RF_Risk_Map_20160521_20160521T105032_20160521T105553_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160521T105032_20160521T105553_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWF
96,0.011326,20160613,20160613T105622_20160613T110559_T30SWG,2015-2016,2016-06-13,2016-06-13 | 20160613T105622_20160613T110559_T30SWG,30SWG,NDVI_20160613_20160613T105622_20160613T110559_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160613T105622_20160613T110559_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160613T105622_20160613T110559_T30SWG
97,0.011326,20160613,20160613T105622_20160613T110559_T30SWG,2015-2016,2016-06-13,2016-06-13 | 20160613T105622_20160613T110559_T30SWG,30SWG,NDWI_20160613_20160613T105622_20160613T110559_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160613T105622_20160613T110559_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160613T105622_20160613T110559_T30SWG
98,0.011326,20160613,20160613T105622_20160613T110559_T30SWG,2015-2016,2016-06-13,2016-06-13 | 20160613T105622_20160613T110559_T30SWG,30SWG,NDDI_20160613_20160613T105622_20160613T110559_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160613T105622_20160613T110559_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160613T105622_20160613T110559_T30SWG
99,0.011326,20160613,20160613T105622_20160613T110559_T30SWG,2015-2016,2016-06-13,2016-06-13 | 20160613T105622_20160613T110559_T30SWG,30SWG,RF_Risk_Map_20160613_20160613T105622_20160613T110559_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160613T105622_20160613T110559_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160613T105622_20160613T110559_T30SWG
100,1.99001,20160620,20160620T105032_20160620T105336_T30SXG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SXG,30SXG,NDVI_20160620_20160620T105032_20160620T105336_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160620T105032_20160620T105336_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SXG
101,1.99001,20160620,20160620T105032_20160620T105336_T30SXG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SXG,30SXG,NDWI_20160620_20160620T105032_20160620T105336_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160620T105032_20160620T105336_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SXG
102,1.99001,20160620,20160620T105032_20160620T105336_T30SXG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SXG,30SXG,NDDI_20160620_20160620T105032_20160620T105336_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160620T105032_20160620T105336_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SXG
103,1.99001,20160620,20160620T105032_20160620T105336_T30SXG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SXG,30SXG,RF_Risk_Map_20160620_20160620T105032_20160620T105336_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160620T105032_20160620T105336_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SXG
104,0.476373,20160620,20160620T105032_20160620T105336_T30SWG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SWG,30SWG,NDVI_20160620_20160620T105032_20160620T105336_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160620T105032_20160620T105336_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SWG
105,0.476373,20160620,20160620T105032_20160620T105336_T30SWG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SWG,30SWG,NDWI_20160620_20160620T105032_20160620T105336_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160620T105032_20160620T105336_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SWG
106,0.476373,20160620,20160620T105032_20160620T105336_T30SWG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SWG,30SWG,NDDI_20160620_20160620T105032_20160620T105336_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160620T105032_20160620T105336_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SWG
107,0.476373,20160620,20160620T105032_20160620T105336_T30SWG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SWG,30SWG,RF_Risk_Map_20160620_20160620T105032_20160620T105336_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160620T105032_20160620T105336_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SWG
108,0.01195,20160623,20160623T105652_20160623T105858_T30SWG,2015-2016,2016-06-23,2016-06-23 | 20160623T105652_20160623T105858_T30SWG,30SWG,NDVI_20160623_20160623T105652_20160623T105858_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20160623T105652_20160623T105858_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160623T105652_20160623T105858_T30SWG
109,0.01195,20160623,20160623T105652_20160623T105858_T30SWG,2015-2016,2016-06-23,2016-06-23 | 20160623T105652_20160623T105858_T30SWG,30SWG,NDWI_20160623_20160623T105652_20160623T105858_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20160623T105652_20160623T105858_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160623T105652_20160623T105858_T30SWG
110,0.01195,20160623,20160623T105652_20160623T105858_T30SWG,2015-2016,2016-06-23,2016-06-23 | 20160623T105652_20160623T105858_T30SWG,30SWG,NDDI_20160623_20160623T105652_20160623T105858_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20160623T105652_20160623T105858_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160623T105652_20160623T105858_T30SWG
111,0.01195,20160623,20160623T105652_20160623T105858_T30SWG,2015-2016,2016-06-23,2016-06-23 | 20160623T105652_20160623T105858_T30SWG,30SWG,RF_Risk_Map_20160623_20160623T105652_20160623T105858_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20160623T105652_20160623T105858_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160623T105652_20160623T105858_T30SWG
112,1.195467,20160630,20160630T105032_20160630T105625_T30SXF,2015-2016,2016-06-30,2016-06-30 | 20160630T105032_20160630T105625_T30SXF,30SXF,NDVI_20160630_20160630T105032_20160630T105625_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20160630T105032_20160630T105625_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20160630T105032_20160630T105625_T30SXF
